Warning: The created OpenGL context does not fully meet the settings that were requested
Requested: version = 1.1 ; depth bits = 0 ; stencil bits = 0 ; AA level = 0 ; core = false ; debug = false ; sRGB = false
Created: version = 0.0 ; depth bits = 0 ; stencil bits = 0 ; AA level = 0 ; core = false ; debug = false ; sRGB = false
Setting vertical sync failed
magnitude;type;tk
0.00889487;0;0.0026
0.00889487;1;0.0026
0.00889487;1;0.0026
2.06591;0;0.0027
2.06591;0;0.0027
2.06591;0;0.0027
2.06591;1;0.0027
2.06591;1;0.0027
2.06591;2;0.0027
2.08251;0;0.0027
2.08251;0;0.0027
2.08251;0;0.0027
2.08251;1;0.0027
2.08251;1;0.0027
2.08251;2;0.0027
2.14146;0;0.0027
2.14146;0;0.0027
2.14146;0;0.0027
2.14146;1;0.0027
2.14146;1;0.0027
2.11053;0;0.0027
2.11053;0;0.0027
2.11053;0;0.0027
2.11053;1;0.0027
2.11053;1;0.0027
21.8631;0;0.0027
21.8631;0;0.0027
21.8631;0;0.0027
21.8631;0;0.0027
21.8631;1;0.0027
21.8631;2;0.0027
22.5967;0;0.0027
22.5967;0;0.0027
22.5967;0;0.0027
22.5967;0;0.0027
22.5967;1;0.0027
22.5967;2;0.0027
0.00889574;0;0.0027
0.00889574;0;0.0027
0.00889574;1;0.0027
0.00889574;1;0.0027
2.06591;0;0.0028
2.06591;0;0.0028
2.06591;0;0.0028
2.06591;1;0.0028
2.06591;1;0.0028
2.06591;2;0.0028
2.08251;0;0.0028
2.08251;0;0.0028
2.08251;0;0.0028
2.08251;1;0.0028
2.08251;1;0.0028
2.08251;2;0.0028
2.14146;0;0.0028
2.14146;0;0.0028
2.14146;0;0.0028
2.14146;1;0.0028
2.14146;1;0.0028
2.11053;0;0.0028
2.11053;0;0.0028
2.11053;0;0.0028
2.11053;1;0.0028
2.11053;1;0.0028
22.9188;0;0.0028
22.9188;0;0.0028
22.9188;0;0.0028
22.9188;0;0.0028
22.9188;1;0.0028
22.9188;2;0.0028
23.6516;0;0.0028
23.6516;0;0.0028
23.6516;0;0.0028
23.6516;0;0.0028
23.6516;1;0.0028
23.6516;2;0.0028
0.00889661;0;0.0028
0.00889661;0;0.0028
0.00889661;1;0.0028
0.00889661;1;0.0028
2.06591;0;0.0029
2.06591;0;0.0029
2.06591;0;0.0029
2.06591;1;0.0029
2.06591;1;0.0029
2.06591;2;0.0029
2.08251;0;0.0029
2.08251;0;0.0029
2.08251;0;0.0029
2.08251;1;0.0029
2.08251;1;0.0029
2.08251;2;0.0029
2.14146;0;0.0029
2.14146;0;0.0029
2.14146;0;0.0029
2.14146;1;0.0029
2.14146;1;0.0029
2.11053;0;0.0029
2.11053;0;0.0029
2.11053;0;0.0029
2.11053;1;0.0029
2.11053;1;0.0029
24.0147;0;0.0029
24.0147;0;0.0029
24.0147;0;0.0029
24.0147;0;0.0029
24.0147;1;0.0029
24.0147;2;0.0029
24.7468;0;0.0029
24.7468;0;0.0029
24.7468;0;0.0029
24.7468;0;0.0029
