Warning: The created OpenGL context does not fully meet the settings that were requested
Requested: version = 1.1 ; depth bits = 0 ; stencil bits = 0 ; AA level = 0 ; core = false ; debug = false ; sRGB = false
Created: version = 0.0 ; depth bits = 0 ; stencil bits = 0 ; AA level = 0 ; core = false ; debug = false ; sRGB = false
Setting vertical sync failed
magnitude;type;tk
2.73625;1;0.0371
2.73625;1;0.0371
2.73625;2;0.0371
29.6318;0;0.0371
29.6318;0;0.0371
29.6318;0;0.0371
29.6318;0;0.0371
29.6318;1;0.0371
29.6318;2;0.0371
20.0188;0;0.0371
20.0188;0;0.0371
20.0188;0;0.0371
20.0188;0;0.0371
20.0188;1;0.0371
20.0188;2;0.0371
0.00840834;0;0.0371
0.00840834;0;0.0371
0.00840834;0;0.0371
0.00840834;0;0.0371
0.00840834;1;0.0371
0.00840834;1;0.0371
2.09536;0;0.0372
2.09536;0;0.0372
2.09536;0;0.0372
2.09536;1;0.0372
2.09536;1;0.0372
2.09536;2;0.0372
2.95243;0;0.0372
2.95243;0;0.0372
2.95243;0;0.0372
2.95243;1;0.0372
2.95243;1;0.0372
2.95243;2;0.0372
2.05859;0;0.0372
2.05859;0;0.0372
2.05859;0;0.0372
2.05859;1;0.0372
2.05859;1;0.0372
2.05859;2;0.0372
2.73625;0;0.0372
2.73625;0;0.0372
2.73625;0;0.0372
2.73625;1;0.0372
2.73625;1;0.0372
2.73625;2;0.0372
33.1025;0;0.0372
33.1025;0;0.0372
33.1025;0;0.0372
33.1025;0;0.0372
33.1025;1;0.0372
33.1025;2;0.0372
16.0452;0;0.0372
16.0452;0;0.0372
16.0452;0;0.0372
16.0452;0;0.0372
16.0452;1;0.0372
16.0452;2;0.0372
0.00840567;0;0.0372
0.00840567;0;0.0372
0.00840567;0;0.0372
0.00840567;0;0.0372
0.00840567;1;0.0372
0.00840567;1;0.0372
2.09536;0;0.0373
2.09536;0;0.0373
2.09536;0;0.0373
2.09536;1;0.0373
2.09536;1;0.0373
2.09536;2;0.0373
2.95243;0;0.0373
2.95243;0;0.0373
2.95243;0;0.0373
2.95243;1;0.0373
2.95243;1;0.0373
2.95243;2;0.0373
1.98822;0;0.0373
1.98822;0;0.0373
1.98822;0;0.0373
1.98822;1;0.0373
1.98822;1;0.0373
1.98822;2;0.0373
2.73625;0;0.0373
2.73625;0;0.0373
2.73625;0;0.0373
2.73625;1;0.0373
2.73625;1;0.0373
2.73625;2;0.0373
32.4584;0;0.0373
32.4584;0;0.0373
32.4584;0;0.0373
32.4584;0;0.0373
32.4584;1;0.0373
32.4584;2;0.0373
42.7121;0;0.0373
42.7121;0;0.0373
42.7121;0;0.0373
42.7121;0;0.0373
42.7121;1;0.0373
42.7121;2;0.0373
0.00840304;0;0.0373
0.00840304;0;0.0373
0.00840304;0;0.0373
0.00840304;0;0.0373
0.00840304;1;0.0373
0.00840304;1;0.0373
1.93017;0;0.0374
1.93017;0;0.0374
1.93017;0;0.0374
1.93017;1;0.0374
1.93017;1;0.0374
1.93017;2;0.0374
2.95243;0;0.0374
2.95243;0;0.0374
2.95243;0;0.0374
2.95243;1;0.0374
2.95243;1;0.0374
2.95243;2;0.0374
1.82304;0;0.0374
1.82304;0;0.0374
1.82304;0;0.0374
1.82304;1;0.0374
1.82304;1;0.0374
1.82304;2;0.0374
2.73625;0;0.0374
2.73625;0;0.0374
2.73625;0;0.0374
2.73625;1;0.0374
2.73625;1;0.0374
2.73625;2;0.0374
29.4366;0;0.0374
29.4366;0;0.0374
29.4366;0;0.0374
29.4366;0;0.0374
29.4366;1;0.0374
29.4366;2;0.0374
42.7121;0;0.0374
42.7121;0;0.0374
42.7121;0;0.0374
42.7121;0;0.0374
42.7121;1;0.0374
42.7121;2;0.0374
0.00840293;0;0.0374
0.00840293;0;0.0374
0.00840293;0;0.0374
0.00840293;0;0.0374
0.00840293;1;0.0374
0.00840293;1;0.0374
1.71802;0;0.0375
1.71802;0;0.0375
1.71802;0;0.0375
1.71802;1;0.0375
1.71802;1;0.0375
1.71802;2;0.0375
2.95243;0;0.0375
2.95243;0;0.0375
2.95243;0;0.0375
2.95243;1;0.0375
2.95243;1;0.0375
2.95243;2;0.0375
1.61089;0;0.0375
1.61089;0;0.0375
1.61089;0;0.0375
1.61089;1;0.0375
1.61089;1;0.0375
1.61089;2;0.0375
2.73625;0;0.0375
2.73625;0;0.0375
2.73625;0;0.0375
2.73625;1;0.0375
2.73625;1;0.0375
2.73625;2;0.0375
26.7982;0;0.0375
26.7982;0;0.0375
26.7982;0;0.0375
26.7982;0;0.0375
26.7982;1;0.0375
26.7982;2;0.0375
42.7121;0;0.0375
42.7121;0;0.0375
42.7121;0;0.0375
42.7121;0;0.0375
42.7121;1;0.0375
42.7121;2;0.0375
0.00840845;0;0.0375
0.00840845;0;0.0375
0.00840845;0;0.0375
0.00840845;0;0.0375
0.00840845;1;0.0375
0.00840845;1;0.0375
1.52131;0;0.0376
1.52131;0;0.0376
1.52131;0;0.0376
1.52131;1;0.0376
1.52131;1;0.0376
1.52131;2;0.0376
2.95243;0;0.0376
2.95243;0;0.0376
2.95243;0;0.0376
2.95243;1;0.0376
2.95243;1;0.0376
2.95243;2;0.0376
1.4142;0;0.0376
1.4142;0;0.0376
1.4142;0;0.0376
1.4142;1;0.0376
1.4142;1;0.0376
1.4142;2;0.0376
2.73625;0;0.0376
2.73625;0;0.0376
2.73625;0;0.0376
2.73625;1;0.0376
2.73625;1;0.0376
2.73625;2;0.0376
36.5073;0;0.0376
36.5073;0;0.0376
36.5073;0;0.0376
36.5073;0;0.0376
36.5073;1;0.0376
36.5073;2;0.0376
30.394;0;0.0376
30.394;0;0.0376
30.394;0;0.0376
30.394;0;0.0376
30.394;1;0.0376
30.394;2;0.0376
0.00841832;0;0.0376
0.00841832;0;0.0376
0.00841832;0;0.0376
0.00841832;0;0.0376
0.00841832;1;0.0376
0.00841832;1;0.0376
1.39869;0;0.0377
1.39869;0;0.0377
1.39869;0;0.0377
1.39869;1;0.0377
1.39869;1;0.0377
1.39869;2;0.0377
2.95243;0;0.0377
2.95243;0;0.0377
2.95243;0;0.0377
2.95243;1;0.0377
2.95243;1;0.0377
2.95243;2;0.0377
1.2916;0;0.0377
1.2916;0;0.0377
1.2916;0;0.0377
1.2916;1;0.0377
1.2916;1;0.0377
1.2916;2;0.0377
2.73625;0;0.0377
2.73625;0;0.0377
2.73625;0;0.0377
2.73625;1;0.0377
2.73625;1;0.0377
2.73625;2;0.0377
36.5073;0;0.0377
36.5073;0;0.0377
36.5073;0;0.0377
36.5073;0;0.0377
36.5073;1;0.0377
36.5073;2;0.0377
9.99076;0;0.0377
9.99076;0;0.0377
9.99076;0;0.0377
9.99076;0;0.0377
9.99076;1;0.0377
9.99076;2;0.0377
0.00842596;0;0.0377
0.00842596;0;0.0377
0.00842596;0;0.0377
0.00842596;0;0.0377
0.00842596;1;0.0377
0.00842596;1;0.0377
1.38741;0;0.0378
1.38741;0;0.0378
1.38741;0;0.0378
1.38741;1;0.0378
1.38741;1;0.0378
1.38741;2;0.0378
2.95243;0;0.0378
2.95243;0;0.0378
2.95243;0;0.0378
2.95243;1;0.0378
2.95243;1;0.0378
2.95243;2;0.0378
1.28035;0;0.0378
1.28035;0;0.0378
1.28035;0;0.0378
1.28035;1;0.0378
1.28035;1;0.0378
1.28035;2;0.0378
2.73625;0;0.0378
2.73625;0;0.0378
2.73625;0;0.0378
2.73625;1;0.0378
2.73625;1;0.0378
2.73625;2;0.0378
36.5073;0;0.0378
36.5073;0;0.0378
36.5073;0;0.0378
36.5073;0;0.0378
36.5073;1;0.0378
36.5073;2;0.0378
27.2486;0;0.0378
27.2486;0;0.0378
27.2486;0;0.0378
27.2486;0;0.0378
27.2486;1;0.0378
27.2486;2;0.0378
0.00842456;0;0.0378
0.00842456;0;0.0378
0.00842456;0;0.0378
0.00842456;0;0.0378
0.00842456;1;0.0378
0.00842456;1;0.0378
1.49173;0;0.0379
1.49173;0;0.0379
1.49173;0;0.0379
1.49173;1;0.0379
1.49173;1;0.0379
1.49173;2;0.0379
2.95243;0;0.0379
2.95243;0;0.0379
2.95243;0;0.0379
2.95243;1;0.0379
2.95243;1;0.0379
2.95243;2;0.0379
1.38467;0;0.0379
1.38467;0;0.0379
1.38467;0;0.0379
1.38467;1;0.0379
1.38467;1;0.0379
1.38467;2;0.0379
1.73627;0;0.0379
1.73627;0;0.0379
1.73627;0;0.0379
1.73627;1;0.0379
1.73627;1;0.0379
1.73627;2;0.0379
30.0478;0;0.0379
30.0478;0;0.0379
30.0478;0;0.0379
30.0478;0;0.0379
30.0478;1;0.0379
30.0478;2;0.0379
55.7846;0;0.0379
55.7846;0;0.0379
55.7846;0;0.0379
55.7846;0;0.0379
55.7846;1;0.0379
55.7846;2;0.0379
0.00841317;0;0.0379
0.00841317;0;0.0379
0.00841317;0;0.0379
0.00841317;0;0.0379
0.00841317;1;0.0379
0.00841317;1;0.0379
1.58505;0;0.038
1.58505;0;0.038
1.58505;0;0.038
1.58505;1;0.038
1.58505;1;0.038
1.58505;2;0.038
1.9523;0;0.038
1.9523;0;0.038
1.9523;0;0.038
1.9523;1;0.038
1.9523;1;0.038
1.9523;2;0.038
1.478;0;0.038
1.478;0;0.038
1.478;0;0.038
1.478;1;0.038
1.478;1;0.038
1.478;2;0.038
0.737271;0;0.038
0.737271;0;0.038
0.737271;0;0.038
0.737271;1;0.038
0.737271;1;0.038
0.737271;2;0.038
32.6957;0;0.038
32.6957;0;0.038
32.6957;0;0.038
32.6957;0;0.038
32.6957;1;0.038
32.6957;2;0.038
55.7846;0;0.038
55.7846;0;0.038
55.7846;0;0.038
55.7846;0;0.038
55.7846;1;0.038
55.7846;2;0.038
0.00840372;0;0.038
0.00840372;0;0.038
0.00840372;0;0.038
0.00840372;0;0.038
0.00840372;1;0.038
0.00840372;1;0.038
1.44597;0;0.0381
1.44597;0;0.0381
1.44597;0;0.0381
1.44597;1;0.0381
1.44597;1;0.0381
1.44597;2;0.0381
0.952607;0;0.0381
0.952607;0;0.0381
0.952607;0;0.0381
0.952607;1;0.0381
0.952607;1;0.0381
0.952607;2;0.0381
1.33895;0;0.0381
1.33895;0;0.0381
1.33895;0;0.0381
1.33895;1;0.0381
1.33895;1;0.0381
1.33895;2;0.0381
0.271641;0;0.0381
0.271641;0;0.0381
0.271641;0;0.0381
0.271641;1;0.0381
0.271641;1;0.0381
0.271641;2;0.0381
32.6957;0;0.0381
32.6957;0;0.0381
32.6957;0;0.0381
32.6957;0;0.0381
32.6957;1;0.0381
32.6957;2;0.0381
27.0728;0;0.0381
27.0728;0;0.0381
27.0728;0;0.0381
27.0728;0;0.0381
27.0728;1;0.0381
27.0728;2;0.0381
0.00841199;0;0.0381
0.00841199;0;0.0381
0.00841199;0;0.0381
0.00841199;0;0.0381
0.00841199;1;0.0381
0.00841199;1;0.0381
0.92132;0;0.0382
0.92132;0;0.0382
0.92132;0;0.0382
0.92132;1;0.0382
0.92132;1;0.0382
0.92132;2;0.0382
0.0687477;0;0.0382
0.0687477;0;0.0382
0.0687477;0;0.0382
0.0687477;1;0.0382
0.0687477;1;0.0382
0.0687477;2;0.0382
0.814412;0;0.0382
0.814412;0;0.0382
0.814412;0;0.0382
0.814412;1;0.0382
0.814412;1;0.0382
0.814412;2;0.0382
1.26699;0;0.0382
1.26699;0;0.0382
1.26699;0;0.0382
1.26699;1;0.0382
1.26699;1;0.0382
1.26699;2;0.0382
32.6957;0;0.0382
32.6957;0;0.0382
32.6957;0;0.0382
32.6957;0;0.0382
32.6957;1;0.0382
32.6957;2;0.0382
10.2487;0;0.0382
10.2487;0;0.0382
10.2487;0;0.0382
10.2487;0;0.0382
10.2487;1;0.0382
10.2487;2;0.0382
0.008471;0;0.0382
0.008471;0;0.0382
0.008471;0;0.0382
0.008471;0;0.0382
0.008471;1;0.0382
0.008471;1;0.0382
0.0498577;0;0.0383
0.0498577;0;0.0383
0.0498577;0;0.0383
0.0498577;1;0.0383
0.0498577;1;0.0383
0.0498577;2;0.0383
1.05038;0;0.0383
1.05038;0;0.0383
1.05038;0;0.0383
1.05038;1;0.0383
1.05038;1;0.0383
1.05038;2;0.0383
0.141491;0;0.0383
0.141491;0;0.0383
0.141491;0;0.0383
0.141491;1;0.0383
0.141491;1;0.0383
0.141491;2;0.0383
2.26671;0;0.0383
2.26671;0;0.0383
2.26671;0;0.0383
2.26671;1;0.0383
2.26671;1;0.0383
2.26671;2;0.0383
32.6957;0;0.0383
32.6957;0;0.0383
32.6957;0;0.0383
32.6957;0;0.0383
32.6957;1;0.0383
32.6957;2;0.0383
34.5504;0;0.0383
34.5504;0;0.0383
34.5504;0;0.0383
34.5504;0;0.0383
34.5504;1;0.0383
34.5504;2;0.0383
0.00866003;0;0.0383
0.00866003;0;0.0383
0.00866003;0;0.0383
0.00866003;0;0.0383
0.00866003;1;0.0383
0.00866003;1;0.0383
1.30565;0;0.0384
1.30565;0;0.0384
1.30565;0;0.0384
1.30565;1;0.0384
1.30565;1;0.0384
1.30565;2;0.0384
2.05019;0;0.0384
2.05019;0;0.0384
2.05019;0;0.0384
2.05019;1;0.0384
2.05019;1;0.0384
2.05019;2;0.0384
1.4128;0;0.0384
1.4128;0;0.0384
1.4128;0;0.0384
1.4128;1;0.0384
1.4128;1;0.0384
1.4128;2;0.0384
2.26671;0;0.0384
2.26671;0;0.0384
2.26671;0;0.0384
2.26671;1;0.0384
2.26671;1;0.0384
2.26671;2;0.0384
33.0868;0;0.0384
33.0868;0;0.0384
33.0868;0;0.0384
33.0868;0;0.0384
33.0868;1;0.0384
33.0868;2;0.0384
34.5504;0;0.0384
34.5504;0;0.0384
34.5504;0;0.0384
34.5504;0;0.0384
34.5504;1;0.0384
34.5504;2;0.0384
0.00865853;0;0.0384
0.00865853;0;0.0384
0.00865853;0;0.0384
0.00865853;0;0.0384
0.00865853;1;0.0384
0.00865853;1;0.0384
2.61725;0;0.0385
2.61725;0;0.0385
2.61725;0;0.0385
2.61725;1;0.0385
2.61725;1;0.0385
2.61725;2;0.0385
2.05019;0;0.0385
2.05019;0;0.0385
2.05019;0;0.0385
2.05019;1;0.0385
2.05019;1;0.0385
2.05019;2;0.0385
2.72441;0;0.0385
2.72441;0;0.0385
2.72441;0;0.0385
2.72441;1;0.0385
2.72441;1;0.0385
2.72441;2;0.0385
2.26671;0;0.0385
2.26671;0;0.0385
2.26671;0;0.0385
2.26671;1;0.0385
2.26671;1;0.0385
2.26671;2;0.0385
29.5513;0;0.0385
29.5513;0;0.0385
29.5513;0;0.0385
29.5513;0;0.0385
29.5513;1;0.0385
29.5513;2;0.0385
34.5504;0;0.0385
34.5504;0;0.0385
34.5504;0;0.0385
34.5504;0;0.0385
34.5504;1;0.0385
34.5504;2;0.0385
0.00865702;0;0.0385
0.00865702;0;0.0385
0.00865702;0;0.0385
0.00865702;0;0.0385
0.00865702;1;0.0385
0.00865702;1;0.0385
2.61725;0;0.0386
2.61725;0;0.0386
2.61725;0;0.0386
2.61725;1;0.0386
2.61725;1;0.0386
2.61725;2;0.0386
2.05019;0;0.0386
2.05019;0;0.0386
2.05019;0;0.0386
2.05019;1;0.0386
2.05019;1;0.0386
2.05019;2;0.0386
2.72441;0;0.0386
2.72441;0;0.0386
2.72441;0;0.0386
2.72441;1;0.0386
2.72441;1;0.0386
2.72441;2;0.0386
2.26671;0;0.0386
2.26671;0;0.0386
2.26671;0;0.0386
2.26671;1;0.0386
2.26671;1;0.0386
2.26671;2;0.0386
37.1187;0;0.0386
37.1187;0;0.0386
37.1187;0;0.0386
37.1187;0;0.0386
37.1187;1;0.0386
37.1187;2;0.0386
22.2927;0;0.0386
22.2927;0;0.0386
22.2927;0;0.0386
22.2927;0;0.0386
22.2927;1;0.0386
22.2927;2;0.0386
0.00894112;0;0.0386
0.00894112;0;0.0386
0.00894112;0;0.0386
0.00894112;0;0.0386
0.00894112;1;0.0386
0.00894112;1;0.0386
2.61725;0;0.0387
2.61725;0;0.0387
2.61725;0;0.0387
2.61725;1;0.0387
2.61725;1;0.0387
2.61725;2;0.0387
2.05019;0;0.0387
2.05019;0;0.0387
2.05019;0;0.0387
2.05019;1;0.0387
2.05019;1;0.0387
2.05019;2;0.0387
2.72441;0;0.0387
2.72441;0;0.0387
2.72441;0;0.0387
2.72441;1;0.0387
2.72441;1;0.0387
2.72441;2;0.0387
2.26671;0;0.0387
2.26671;0;0.0387
2.26671;0;0.0387
2.26671;1;0.0387
2.26671;1;0.0387
2.26671;2;0.0387
37.1187;0;0.0387
37.1187;0;0.0387
37.1187;0;0.0387
37.1187;0;0.0387
37.1187;1;0.0387
37.1187;2;0.0387
13.1727;0;0.0387
13.1727;0;0.0387
13.1727;0;0.0387
13.1727;0;0.0387
13.1727;1;0.0387
13.1727;2;0.0387
0.00915232;0;0.0387
0.00915232;0;0.0387
0.00915232;0;0.0387
0.00915232;0;0.0387
0.00915232;1;0.0387
0.00915232;1;0.0387
2.61725;0;0.0388
2.61725;0;0.0388
2.61725;0;0.0388
2.61725;1;0.0388
2.61725;1;0.0388
2.61725;2;0.0388
2.05019;0;0.0388
2.05019;0;0.0388
2.05019;0;0.0388
2.05019;1;0.0388
2.05019;1;0.0388
2.05019;2;0.0388
2.72441;0;0.0388
2.72441;0;0.0388
2.72441;0;0.0388
2.72441;1;0.0388
2.72441;1;0.0388
2.72441;2;0.0388
2.26671;0;0.0388
2.26671;0;0.0388
2.26671;0;0.0388
2.26671;1;0.0388
2.26671;1;0.0388
2.26671;2;0.0388
33.3988;0;0.0388
33.3988;0;0.0388
33.3988;0;0.0388
33.3988;0;0.0388
33.3988;1;0.0388
33.3988;2;0.0388
19.8214;0;0.0388
19.8214;0;0.0388
19.8214;0;0.0388
19.8214;0;0.0388
19.8214;1;0.0388
19.8214;2;0.0388
0.00922551;0;0.0388
0.00922551;0;0.0388
0.00922551;0;0.0388
0.00922551;0;0.0388
0.00922551;1;0.0388
0.00922551;1;0.0388
2.61725;0;0.0389
2.61725;0;0.0389
2.61725;0;0.0389
2.61725;1;0.0389
2.61725;1;0.0389
2.61725;2;0.0389
1.84643;0;0.0389
1.84643;0;0.0389
1.84643;0;0.0389
1.84643;1;0.0389
1.84643;1;0.0389
1.84643;2;0.0389
2.72441;0;0.0389
2.72441;0;0.0389
2.72441;0;0.0389
2.72441;1;0.0389
2.72441;1;0.0389
2.72441;2;0.0389
2.26671;0;0.0389
2.26671;0;0.0389
2.26671;0;0.0389
2.26671;1;0.0389
2.26671;1;0.0389
2.26671;2;0.0389
26.0618;0;0.0389
26.0618;0;0.0389
26.0618;0;0.0389
26.0618;0;0.0389
26.0618;1;0.0389
26.0618;2;0.0389
32.4518;0;0.0389
32.4518;0;0.0389
32.4518;0;0.0389
32.4518;0;0.0389
32.4518;1;0.0389
32.4518;2;0.0389
0.00913999;0;0.0389
0.00913999;0;0.0389
0.00913999;0;0.0389
0.00913999;0;0.0389
0.00913999;1;0.0389
0.00913999;1;0.0389
2.61725;0;0.039
2.61725;0;0.039
2.61725;0;0.039
2.61725;1;0.039
2.61725;1;0.039
2.61725;2;0.039
1.23591;0;0.039
1.23591;0;0.039
1.23591;0;0.039
1.23591;1;0.039
1.23591;1;0.039
1.23591;2;0.039
2.72441;0;0.039
2.72441;0;0.039
2.72441;0;0.039
2.72441;1;0.039
2.72441;1;0.039
2.72441;2;0.039
1.65615;0;0.039
1.65615;0;0.039
1.65615;0;0.039
1.65615;1;0.039
1.65615;1;0.039
1.65615;2;0.039
33.6737;0;0.039
33.6737;0;0.039
33.6737;0;0.039
33.6737;0;0.039
33.6737;1;0.039
33.6737;2;0.039
32.4518;0;0.039
32.4518;0;0.039
32.4518;0;0.039
32.4518;0;0.039
32.4518;1;0.039
32.4518;2;0.039
0.00890884;0;0.039
0.00890884;0;0.039
0.00890884;0;0.039
0.00890884;0;0.039
0.00890884;1;0.039
0.00890884;1;0.039
1.47244;0;0.0391
1.47244;0;0.0391
1.47244;0;0.0391
1.47244;1;0.0391
1.47244;1;0.0391
1.47244;2;0.0391
0.0986767;0;0.0391
0.0986767;0;0.0391
0.0986767;0;0.0391
0.0986767;1;0.0391
0.0986767;1;0.0391
0.0986767;2;0.0391
1.57953;0;0.0391
1.57953;0;0.0391
1.57953;0;0.0391
1.57953;1;0.0391
1.57953;1;0.0391
1.57953;2;0.0391
0.512469;0;0.0391
0.512469;0;0.0391
0.512469;0;0.0391
0.512469;1;0.0391
0.512469;1;0.0391
0.512469;2;0.0391
30.3155;0;0.0391
30.3155;0;0.0391
30.3155;0;0.0391
30.3155;0;0.0391
30.3155;1;0.0391
30.3155;2;0.0391
20.2646;0;0.0391
20.2646;0;0.0391
20.2646;0;0.0391
20.2646;0;0.0391
20.2646;1;0.0391
20.2646;2;0.0391
0.00890713;0;0.0391
0.00890713;0;0.0391
0.00890713;0;0.0391
0.00890713;0;0.0391
0.00890713;1;0.0391
0.00890713;1;0.0391
0.0884526;0;0.0392
0.0884526;0;0.0392
0.0884526;0;0.0392
0.0884526;1;0.0392
0.0884526;1;0.0392
0.0884526;2;0.0392
1.45938;0;0.0392
1.45938;0;0.0392
1.45938;0;0.0392
1.45938;1;0.0392
1.45938;1;0.0392
1.45938;2;0.0392
0.0501824;0;0.0392
0.0501824;0;0.0392
0.0501824;0;0.0392
0.0501824;1;0.0392
0.0501824;1;0.0392
0.0501824;2;0.0392
1.03954;0;0.0392
1.03954;0;0.0392
1.03954;0;0.0392
1.03954;1;0.0392
1.03954;1;0.0392
1.03954;2;0.0392
21.3037;0;0.0392
21.3037;0;0.0392
21.3037;0;0.0392
21.3037;0;0.0392
21.3037;1;0.0392
21.3037;2;0.0392
6.9728;0;0.0392
6.9728;0;0.0392
6.9728;0;0.0392
6.9728;0;0.0392
6.9728;1;0.0392
6.9728;2;0.0392
0.00890542;0;0.0392
0.00890542;0;0.0392
0.00890542;0;0.0392
0.00890542;0;0.0392
0.00890542;1;0.0392
0.00890542;1;0.0392
1.85086;0;0.0393
1.85086;0;0.0393
1.85086;0;0.0393
1.85086;1;0.0393
1.85086;1;0.0393
1.85086;2;0.0393
3.23221;0;0.0393
3.23221;0;0.0393
3.23221;0;0.0393
3.23221;1;0.0393
3.23221;1;0.0393
3.23221;2;0.0393
1.74362;0;0.0393
1.74362;0;0.0393
1.74362;0;0.0393
1.74362;1;0.0393
1.74362;1;0.0393
1.74362;2;0.0393
2.81205;0;0.0393
2.81205;0;0.0393
2.81205;0;0.0393
2.81205;1;0.0393
2.81205;1;0.0393
2.81205;2;0.0393
14.9005;0;0.0393
14.9005;0;0.0393
14.9005;0;0.0393
14.9005;0;0.0393
14.9005;1;0.0393
14.9005;2;0.0393
31.2567;0;0.0393
31.2567;0;0.0393
31.2567;0;0.0393
31.2567;0;0.0393
31.2567;1;0.0393
31.2567;2;0.0393
0.0089037;0;0.0393
0.0089037;0;0.0393
0.0089037;0;0.0393
0.0089037;0;0.0393
0.0089037;1;0.0393
0.0089037;1;0.0393
3.63912;0;0.0394
3.63912;0;0.0394
3.63912;0;0.0394
3.63912;1;0.0394
3.63912;1;0.0394
3.63912;2;0.0394
3.23221;0;0.0394
3.23221;0;0.0394
3.23221;0;0.0394
3.23221;1;0.0394
3.23221;1;0.0394
3.23221;2;0.0394
3.5319;0;0.0394
3.5319;0;0.0394
3.5319;0;0.0394
3.5319;1;0.0394
3.5319;1;0.0394
3.5319;2;0.0394
2.81205;0;0.0394
2.81205;0;0.0394
2.81205;0;0.0394
2.81205;1;0.0394
2.81205;1;0.0394
2.81205;2;0.0394
21.4887;0;0.0394
21.4887;0;0.0394
21.4887;0;0.0394
21.4887;0;0.0394
21.4887;1;0.0394
21.4887;2;0.0394
42.9885;0;0.0394
42.9885;0;0.0394
42.9885;0;0.0394
42.9885;0;0.0394
42.9885;1;0.0394
42.9885;2;0.0394
0.00890198;0;0.0394
0.00890198;0;0.0394
0.00890198;0;0.0394
0.00890198;0;0.0394
0.00890198;1;0.0394
0.00890198;1;0.0394
3.63912;0;0.0395
3.63912;0;0.0395
3.63912;0;0.0395
3.63912;1;0.0395
3.63912;1;0.0395
3.63912;2;0.0395
3.23221;0;0.0395
3.23221;0;0.0395
3.23221;0;0.0395
3.23221;1;0.0395
3.23221;1;0.0395
3.23221;2;0.0395
3.5319;0;0.0395
3.5319;0;0.0395
3.5319;0;0.0395
3.5319;1;0.0395
3.5319;1;0.0395
3.5319;2;0.0395
2.81205;0;0.0395
2.81205;0;0.0395
2.81205;0;0.0395
2.81205;1;0.0395
2.81205;1;0.0395
2.81205;2;0.0395
30.3767;0;0.0395
30.3767;0;0.0395
30.3767;0;0.0395
30.3767;0;0.0395
30.3767;1;0.0395
30.3767;2;0.0395
28.237;0;0.0395
28.237;0;0.0395
28.237;0;0.0395
28.237;0;0.0395
28.237;1;0.0395
28.237;2;0.0395
0.00890026;0;0.0395
0.00890026;0;0.0395
0.00890026;0;0.0395
0.00890026;0;0.0395
0.00890026;1;0.0395
0.00890026;1;0.0395
3.63912;0;0.0396
3.63912;0;0.0396
3.63912;0;0.0396
3.63912;1;0.0396
3.63912;1;0.0396
3.63912;2;0.0396
3.23221;0;0.0396
3.23221;0;0.0396
3.23221;0;0.0396
3.23221;1;0.0396
3.23221;1;0.0396
3.23221;2;0.0396
3.5319;0;0.0396
3.5319;0;0.0396
3.5319;0;0.0396
3.5319;1;0.0396
3.5319;1;0.0396
3.5319;2;0.0396
2.81205;0;0.0396
2.81205;0;0.0396
2.81205;0;0.0396
2.81205;1;0.0396
2.81205;1;0.0396
2.81205;2;0.0396
33.4099;0;0.0396
33.4099;0;0.0396
33.4099;0;0.0396
33.4099;0;0.0396
33.4099;1;0.0396
33.4099;2;0.0396
3.99931;0;0.0396
3.99931;0;0.0396
3.99931;0;0.0396
3.99931;0;0.0396
3.99931;1;0.0396
3.99931;2;0.0396
0.00869416;0;0.0396
0.00869416;0;0.0396
0.00869416;0;0.0396
0.00869416;0;0.0396
0.00869416;1;0.0396
0.00869416;1;0.0396
3.63912;0;0.0397
3.63912;0;0.0397
3.63912;0;0.0397
3.63912;1;0.0397
3.63912;1;0.0397
3.63912;2;0.0397
3.23221;0;0.0397
3.23221;0;0.0397
3.23221;0;0.0397
3.23221;1;0.0397
3.23221;1;0.0397
3.23221;2;0.0397
3.5319;0;0.0397
3.5319;0;0.0397
3.5319;0;0.0397
3.5319;1;0.0397
3.5319;1;0.0397
3.5319;2;0.0397
2.81205;0;0.0397
2.81205;0;0.0397
2.81205;0;0.0397
2.81205;1;0.0397
2.81205;1;0.0397
2.81205;2;0.0397
13.0196;0;0.0397
13.0196;0;0.0397
13.0196;0;0.0397
13.0196;0;0.0397
13.0196;1;0.0397
13.0196;2;0.0397
29.1401;0;0.0397
29.1401;0;0.0397
29.1401;0;0.0397
29.1401;0;0.0397
29.1401;1;0.0397
29.1401;2;0.0397
0.00867327;0;0.0397
0.00867327;0;0.0397
0.00867327;0;0.0397
0.00867327;0;0.0397
0.00867327;1;0.0397
0.00867327;1;0.0397
3.63912;0;0.0398
3.63912;0;0.0398
3.63912;0;0.0398
3.63912;1;0.0398
3.63912;1;0.0398
3.63912;2;0.0398
3.23221;0;0.0398
3.23221;0;0.0398
3.23221;0;0.0398
3.23221;1;0.0398
3.23221;1;0.0398
3.23221;2;0.0398
3.5319;0;0.0398
3.5319;0;0.0398
3.5319;0;0.0398
3.5319;1;0.0398
3.5319;1;0.0398
3.5319;2;0.0398
2.81205;0;0.0398
2.81205;0;0.0398
2.81205;0;0.0398
2.81205;1;0.0398
2.81205;1;0.0398
2.81205;2;0.0398
27.3311;0;0.0398
27.3311;0;0.0398
27.3311;0;0.0398
27.3311;0;0.0398
27.3311;1;0.0398
27.3311;2;0.0398
41.8418;0;0.0398
41.8418;0;0.0398
